Age,DailyRate,Department,EducationField,Gender,MaritalStatus,MonthlyRate,OverTime,Bonus
27,199,Research & Development,Life Sciences,Male,Married,7950,No,795.0
34,1400,Sales,Life Sciences,Female,Married,5829,No,582.9
35,528,Human Resources,Technical Degree,Male,Single,7108,No,710.8000000000001
29,408,Sales,Life Sciences,Female,Married,11162,No,1116.2
40,593,Research & Development,Medical,Female,Single,13782,No,1378.2
42,481,Sales,Life Sciences,Male,Single,2447,Yes,244.70000000000002
42,647,Sales,Marketing,Male,Single,2253,No,225.3
35,982,Research & Development,Medical,Male,Married,16340,No,1634.0
24,477,Research & Development,Medical,Male,Single,6409,No,640.9000000000001
28,1485,Research & Development,Life Sciences,Female,Married,22955,Yes,2295.5
26,1384,Research & Development,Medical,Male,Married,13421,No,1342.1000000000001
30,852,Sales,Marketing,Male,Married,2706,No,270.6
40,902,Research & Development,Medical,Female,Married,21203,Yes,2120.3
35,819,Research & Development,Life Sciences,Male,Divorced,19588,No,1958.8000000000002
34,669,Research & Development,Medical,Male,Single,25755,No,2575.5
35,636,Research & Development,Other,Male,Married,26537,No,2653.7000000000003
43,1372,Sales,Marketing,Female,Single,9489,No,948.9000000000001
32,862,Sales,Life Sciences,Female,Divorced,14947,No,1494.7
56,718,Research & Development,Technical Degree,Female,Divorced,18575,No,1857.5
29,1401,Research & Development,Medical,Female,Married,26342,No,2634.2000000000003
19,645,Research & Development,Life Sciences,Male,Single,7172,No,717.2
45,1457,Research & Development,Medical,Female,Married,20100,Yes,2010.0
37,977,Research & Development,Life Sciences,Female,Married,9961,No,996.1
20,805,Research & Development,Life Sciences,Male,Single,12828,No,1282.8000000000002
44,1097,Research & Development,Life Sciences,Male,Single,10826,Yes,1082.6000000000001
53,1223,Research & Development,Medical,Female,Divorced,18640,No,1864.0
29,942,Research & Development,Life Sciences,Female,Married,26933,Yes,2693.3
22,1256,Research & Development,Life Sciences,Male,Married,4223,Yes,422.3
46,1402,Sales,Marketing,Female,Married,24097,No,2409.7000000000003
44,111,Research & Development,Life Sciences,Male,Single,4279,No,427.90000000000003
33,147,Human Resources,Human Resources,Male,Married,8429,No,842.9000000000001
41,906,Research & Development,Life Sciences,Male,Divorced,20293,No,2029.3000000000002
30,1329,Sales,Life Sciences,Male,Divorced,13192,No,1319.2
40,1184,Sales,Medical,Male,Married,25440,No,2544.0
50,1421,Research & Development,Medical,Female,Married,9490,No,949.0
28,1179,Research & Development,Medical,Male,Married,12449,No,1244.9
46,1450,Research & Development,Life Sciences,Male,Married,10849,No,1084.9
35,1361,Sales,Life Sciences,Male,Married,21026,Yes,2102.6
24,984,Research & Development,Life Sciences,Female,Married,3372,No,337.20000000000005
33,1146,Sales,Medical,Female,Married,4905,No,490.5
36,917,Research & Development,Life Sciences,Male,Divorced,6865,No,686.5
30,853,Research & Development,Life Sciences,Male,Divorced,11309,No,1130.9
44,200,Research & Development,Other,Male,Single,7744,No,774.4000000000001
20,654,Sales,Marketing,Male,Single,5050,No,505.0
46,150,Research & Development,Technical Degree,Male,Divorced,17433,No,1743.3000000000002
42,179,Human Resources,Medical,Male,Married,12858,No,1285.8000000000002
60,696,Sales,Marketing,Male,Divorced,10893,Yes,1089.3
32,116,Research & Development,Other,Female,Married,7331,No,733.1
32,1316,Research & Development,Life Sciences,Female,Single,2338,Yes,233.8
36,363,Research & Development,Technical Degree,Female,Divorced,4235,Yes,423.5
33,117,Research & Development,Medical,Male,Married,6311,No,631.1
40,107,Sales,Technical Degree,Female,Divorced,11591,No,1159.1000000000001
25,1356,Sales,Life Sciences,Male,Single,20623,No,2062.3
30,1465,Research & Development,Medical,Male,Married,9369,Yes,936.9000000000001
42,458,Research & Development,Medical,Female,Married,23281,Yes,2328.1
35,1212,Sales,Marketing,Female,Married,13755,Yes,1375.5
27,1103,Research & Development,Life Sciences,Male,Married,14377,Yes,1437.7
54,966,Research & Development,Life Sciences,Female,Divorced,9659,No,965.9000000000001
44,1117,Research & Development,Life Sciences,Female,Married,19982,No,1998.2
19,504,Research & Development,Medical,Female,Single,6148,Yes,614.8000000000001
29,1010,Research & Development,Life Sciences,Female,Divorced,5598,No,559.8000000000001
54,685,Research & Development,Life Sciences,Male,Married,23474,No,2347.4
31,1332,Research & Development,Medical,Male,Married,17089,Yes,1708.9
31,1062,Research & Development,Medical,Female,Single,17198,No,1719.8000000000002
59,326,Sales,Life Sciences,Female,Single,16490,No,1649.0
43,920,Research & Development,Life Sciences,Male,Married,18625,No,1862.5
49,1098,Research & Development,Medical,Male,Married,12124,No,1212.4
36,469,Research & Development,Technical Degree,Male,Married,9256,No,925.6
48,969,Research & Development,Technical Degree,Male,Single,16620,No,1662.0
27,1167,Research & Development,Life Sciences,Male,Divorced,3208,No,320.8
29,1329,Research & Development,Life Sciences,Male,Divorced,4204,Yes,420.40000000000003
48,715,Research & Development,Life Sciences,Male,Single,8733,No,873.3000000000001
29,694,Research & Development,Life Sciences,Female,Divorced,3423,No,342.3
34,1320,Research & Development,Technical Degree,Female,Married,21643,No,2164.3
44,1099,Sales,Marketing,Male,Married,8751,No,875.1
33,536,Sales,Marketing,Male,Divorced,21708,Yes,2170.8
19,265,Research & Development,Life Sciences,Female,Single,21221,Yes,2122.1
23,373,Research & Development,Life Sciences,Male,Married,16901,No,1690.1000000000001
25,599,Sales,Life Sciences,Male,Single,8040,Yes,804.0
26,583,Research & Development,Life Sciences,Male,Single,9973,Yes,997.3000000000001
45,1449,Sales,Marketing,Female,Single,2493,Yes,249.3
55,177,Research & Development,Medical,Male,Divorced,25592,Yes,2559.2000000000003
21,251,Research & Development,Life Sciences,Female,Single,25308,No,2530.8
46,168,Sales,Marketing,Female,Married,9946,No,994.6
34,131,Sales,Marketing,Female,Single,6039,Yes,603.9
51,237,Sales,Life Sciences,Male,Divorced,19196,Yes,1919.6000000000001
59,1429,Research & Development,Medical,Male,Single,20002,No,2000.2
34,135,Research & Development,Medical,Female,Divorced,22534,No,2253.4
28,791,Research & Development,Medical,Male,Single,6842,Yes,684.2
44,1199,Research & Development,Life Sciences,Male,Divorced,17477,No,1747.7
34,648,Human Resources,Life Sciences,Male,Married,21833,No,2183.3
35,735,Research & Development,Life Sciences,Male,Married,6020,Yes,602.0
42,603,Research & Development,Medical,Female,Married,5628,Yes,562.8000000000001
43,531,Sales,Marketing,Female,Single,20364,No,2036.4
36,429,Research & Development,Life Sciences,Female,Single,2323,Yes,232.3
44,621,Research & Development,Medical,Female,Married,14075,No,1407.5
28,193,Research & Development,Life Sciences,Male,Married,14222,Yes,1422.2
51,968,Research & Development,Medical,Female,Single,4257,No,425.70000000000005
30,879,Research & Development,Medical,Female,Single,12858,Yes,1285.8000000000002
29,806,Research & Development,Technical Degree,Female,Divorced,17285,Yes,1728.5
28,640,Research & Development,Technical Degree,Male,Single,4732,No,473.20000000000005
25,266,Research & Development,Medical,Female,Single,18830,No,1883.0
32,604,Sales,Medical,Male,Married,11693,No,1169.3
45,364,Research & Development,Medical,Female,Single,13035,No,1303.5
39,412,Research & Development,Medical,Female,Divorced,17334,Yes,1733.4
58,848,Research & Development,Life Sciences,Male,Divorced,26076,No,2607.6000000000004
32,1089,Research & Development,Life Sciences,Male,Married,22845,No,2284.5
39,360,Research & Development,Medical,Male,Single,22154,No,2215.4
30,1138,Research & Development,Technical Degree,Female,Married,23631,No,2363.1
36,325,Research & Development,Technical Degree,Female,Married,5747,No,574.7
46,991,Human Resources,Life Sciences,Female,Single,22957,No,2295.7000000000003
28,1476,Research & Development,Life Sciences,Female,Married,16392,No,1639.2
50,1322,Research & Development,Life Sciences,Female,Married,22422,Yes,2242.2000000000003
40,299,Sales,Marketing,Male,Single,17235,Yes,1723.5
52,1030,Sales,Life Sciences,Male,Single,21534,Yes,2153.4
30,634,Research & Development,Medical,Female,Married,25927,Yes,2592.7000000000003
39,524,Research & Development,Life Sciences,Male,Single,13352,No,1335.2
31,587,Sales,Life Sciences,Female,Divorced,8935,Yes,893.5
41,256,Sales,Medical,Male,Single,22074,No,2207.4
31,1060,Sales,Life Sciences,Female,Single,8319,Yes,831.9000000000001
44,935,Research & Development,Life Sciences,Male,Married,14669,No,1466.9
42,495,Research & Development,Life Sciences,Male,Married,26582,Yes,2658.2000000000003
55,282,Research & Development,Medical,Female,Married,6992,No,699.2
56,206,Human Resources,Life Sciences,Male,Single,4022,No,402.20000000000005
40,458,Research & Development,Life Sciences,Male,Divorced,8532,No,853.2
34,943,Research & Development,Life Sciences,Male,Divorced,5494,No,549.4
40,523,Research & Development,Life Sciences,Male,Single,22455,No,2245.5
41,1018,Sales,Marketing,Female,Divorced,4297,No,429.70000000000005
35,482,Research & Development,Life Sciences,Male,Single,2690,Yes,269.0
51,770,Human Resources,Life Sciences,Male,Divorced,17588,Yes,1758.8000000000002
38,1009,Sales,Life Sciences,Female,Divorced,19461,No,1946.1000000000001
34,507,Sales,Medical,Female,Single,23553,No,2355.3
25,882,Research & Development,Medical,Male,Married,9075,No,907.5
58,601,Research & Development,Medical,Female,Married,12023,Yes,1202.3
40,329,Research & Development,Life Sciences,Male,Married,6762,No,676.2
36,607,Sales,Marketing,Female,Married,2261,No,226.10000000000002
48,855,Research & Development,Life Sciences,Male,Single,18706,No,1870.6000000000001
27,1291,Sales,Medical,Female,Married,6527,No,652.7
51,1405,Research & Development,Technical Degree,Female,Single,24439,No,2443.9
18,1124,Research & Development,Life Sciences,Female,Single,19305,No,1930.5
35,817,Research & Development,Medical,Female,Married,10846,No,1084.6000000000001
27,793,Sales,Life Sciences,Male,Single,20392,No,2039.2
55,267,Sales,Marketing,Male,Single,9277,Yes,927.7
56,1369,Research & Development,Life Sciences,Male,Married,18235,Yes,1823.5
34,999,Research & Development,Technical Degree,Female,Divorced,15891,No,1589.1000000000001
40,1202,Research & Development,Medical,Female,Divorced,13888,No,1388.8000000000002
34,285,Research & Development,Medical,Male,Married,17491,No,1749.1000000000001
31,703,Sales,Life Sciences,Female,Single,11882,No,1188.2
35,662,Sales,Marketing,Female,Married,23288,Yes,2328.8
38,693,Research & Development,Life Sciences,Male,Divorced,15748,No,1574.8000000000002
34,404,Research & Development,Technical Degree,Female,Single,6163,No,616.3000000000001
28,736,Sales,Life Sciences,Male,Married,24232,No,2423.2000000000003
31,330,Research & Development,Medical,Male,Married,21057,Yes,2105.7000000000003
39,1498,Sales,Life Sciences,Male,Married,3567,Yes,356.70000000000005
51,541,Sales,Marketing,Male,Married,15395,No,1539.5
41,1200,Research & Development,Life Sciences,Female,Divorced,13953,Yes,1395.3000000000002
37,1439,Research & Development,Life Sciences,Male,Married,5182,Yes,518.2
33,1111,Sales,Life Sciences,Male,Married,19293,No,1929.3000000000002
32,499,Sales,Marketing,Male,Married,20497,Yes,2049.7000000000003
39,1485,Research & Development,Life Sciences,Male,Married,3449,No,344.90000000000003
25,1372,Sales,Life Sciences,Male,Married,12477,No,1247.7
52,322,Research & Development,Medical,Female,Married,9731,Yes,973.1
43,930,Research & Development,Medical,Female,Single,20003,Yes,2000.3000000000002
27,205,Sales,Marketing,Female,Married,7100,Yes,710.0
27,135,Research & Development,Life Sciences,Female,Single,25681,Yes,2568.1000000000004
26,683,Research & Development,Medical,Male,Single,4050,No,405.0
42,1147,Human Resources,Human Resources,Female,Married,16616,No,1661.6000000000001
52,258,Research & Development,Other,Female,Married,17363,No,1736.3000000000002
37,1462,Research & Development,Medical,Female,Single,19106,No,1910.6000000000001
35,200,Research & Development,Life Sciences,Male,Single,19944,No,1994.4
25,949,Research & Development,Technical Degree,Male,Married,4910,No,491.0
26,652,Research & Development,Other,Male,Single,23577,No,2357.7000000000003
29,332,Human Resources,Other,Male,Single,9769,No,976.9000000000001
49,1475,Research & Development,Life Sciences,Male,Single,22710,No,2271.0
29,337,Research & Development,Other,Female,Single,22930,Yes,2293.0
54,971,Research & Development,Medical,Female,Single,5652,No,565.2
58,1055,Research & Development,Medical,Female,Married,22456,Yes,2245.6
55,1136,Research & Development,Medical,Male,Divorced,12414,No,1241.4
36,1174,Sales,Marketing,Female,Single,20763,Yes,2076.3
31,667,Sales,Life Sciences,Female,Single,16154,No,1615.4
30,855,Sales,Marketing,Female,Divorced,12761,No,1276.1000000000001
31,182,Research & Development,Life Sciences,Female,Single,8847,No,884.7
34,560,Research & Development,Other,Male,Divorced,20284,No,2028.4
31,202,Research & Development,Life Sciences,Female,Single,22262,No,2226.2000000000003
27,1377,Research & Development,Life Sciences,Male,Married,7679,No,767.9000000000001
36,172,Research & Development,Life Sciences,Male,Single,22604,No,2260.4
36,329,Sales,Marketing,Female,Married,13494,No,1349.4
47,465,Research & Development,Technical Degree,Male,Married,10205,No,1020.5
25,383,Sales,Life Sciences,Male,Married,15182,No,1518.2
37,1413,Research & Development,Technical Degree,Male,Single,25470,No,2547.0
56,1255,Research & Development,Life Sciences,Female,Married,10494,No,1049.4
47,359,Research & Development,Medical,Female,Married,26703,No,2670.3
24,1476,Sales,Medical,Female,Married,15211,Yes,1521.1000000000001
32,601,Sales,Marketing,Male,Married,23343,No,2334.3
34,401,Research & Development,Life Sciences,Female,Married,3708,No,370.8
41,1283,Research & Development,Medical,Male,Married,5561,Yes,556.1
40,663,Research & Development,Other,Male,Divorced,23099,No,2309.9
31,326,Sales,Life Sciences,Male,Divorced,8386,No,838.6
46,377,Sales,Marketing,Male,Divorced,15986,No,1598.6000000000001
39,592,Research & Development,Life Sciences,Female,Single,17181,Yes,1718.1000000000001
31,1445,Research & Development,Life Sciences,Female,Single,8931,No,893.1
45,1038,Research & Development,Medical,Male,Divorced,19863,Yes,1986.3000000000002
31,1398,Human Resources,Medical,Female,Single,24609,No,2460.9
31,523,Research & Development,Life Sciences,Male,Married,21081,Yes,2108.1
45,1448,Research & Development,Technical Degree,Male,Married,14720,Yes,1472.0
48,1221,Sales,Marketing,Male,Divorced,24795,No,2479.5
34,1107,Human Resources,Technical Degree,Female,Married,3072,No,307.20000000000005
40,218,Research & Development,Medical,Male,Divorced,25178,No,2517.8
28,866,Sales,Medical,Male,Single,23490,No,2349.0
44,981,Research & Development,Life Sciences,Male,Single,7973,No,797.3000000000001
53,447,Research & Development,Medical,Male,Single,19764,No,1976.4
49,1495,Research & Development,Technical Degree,Male,Married,21534,No,2153.4
40,896,Research & Development,Medical,Male,Divorced,8045,No,804.5
44,1467,Research & Development,Life Sciences,Male,Single,21158,No,2115.8
33,430,Sales,Medical,Male,Married,17456,No,1745.6000000000001
34,1326,Sales,Other,Male,Single,15891,No,1589.1000000000001
30,1358,Sales,Life Sciences,Male,Married,2939,No,293.90000000000003
42,748,Research & Development,Medical,Female,Single,16458,No,1645.8000000000002
44,383,Sales,Marketing,Female,Married,9282,No,928.2
30,990,Research & Development,Technical Degree,Male,Divorced,7152,No,715.2
57,405,Research & Development,Life Sciences,Male,Married,2721,No,272.1
49,1490,Research & Development,Life Sciences,Male,Divorced,20948,No,2094.8
34,829,Research & Development,Medical,Male,Divorced,11929,No,1192.9
28,1496,Sales,Technical Degree,Male,Married,15747,No,1574.7
29,115,Sales,Technical Degree,Female,Single,17485,No,1748.5
34,790,Sales,Medical,Female,Single,7815,Yes,781.5
35,660,Sales,Life Sciences,Male,Married,16192,No,1619.2
24,381,Research & Development,Medical,Male,Single,16998,Yes,1699.8000000000002
24,830,Sales,Life Sciences,Female,Married,7103,No,710.3000000000001
44,1193,Research & Development,Medical,Male,Single,19719,Yes,1971.9
29,1246,Sales,Life Sciences,Male,Divorced,23757,No,2375.7000000000003
30,330,Human Resources,Life Sciences,Male,Divorced,15428,No,1542.8000000000002
55,1229,Research & Development,Life Sciences,Male,Married,16143,Yes,1614.3000000000002
33,1099,Research & Development,Medical,Female,Married,8192,No,819.2
47,571,Sales,Medical,Female,Married,24200,Yes,2420.0
28,289,Research & Development,Medical,Male,Single,5355,No,535.5
28,1423,Research & Development,Life Sciences,Male,Divorced,12530,No,1253.0
28,467,Sales,Life Sciences,Male,Single,11827,No,1182.7
49,271,Research & Development,Medical,Female,Married,23070,No,2307.0
29,410,Research & Development,Life Sciences,Female,Married,4668,No,466.8
28,1083,Research & Development,Life Sciences,Male,Married,3173,No,317.3
33,516,Research & Development,Life Sciences,Male,Single,22049,Yes,2204.9
32,495,Research & Development,Medical,Male,Single,21072,No,2107.2000000000003
54,1050,Research & Development,Medical,Female,Divorced,24456,No,2445.6
29,224,Research & Development,Technical Degree,Male,Single,7568,No,756.8000000000001
44,136,Research & Development,Life Sciences,Male,Married,22074,No,2207.4
39,1089,Research & Development,Life Sciences,Female,Single,9150,No,915.0
46,228,Sales,Life Sciences,Female,Married,11380,No,1138.0
35,1029,Research & Development,Life Sciences,Female,Single,21195,No,2119.5
23,507,Research & Development,Life Sciences,Male,Single,24812,No,2481.2000000000003
40,676,Research & Development,Life Sciences,Male,Single,21831,No,2183.1
34,971,Sales,Technical Degree,Male,Married,12288,Yes,1228.8000000000002
31,561,Research & Development,Life Sciences,Female,Single,4156,No,415.6
50,333,Research & Development,Medical,Male,Single,24450,Yes,2445.0
34,1440,Sales,Technical Degree,Male,Married,4944,Yes,494.40000000000003
42,1210,Research & Development,Medical,Male,Married,24052,No,2405.2000000000003
37,674,Research & Development,Medical,Male,Married,3031,No,303.1
29,441,Research & Development,Other,Female,Married,7288,No,728.8000000000001
33,575,Research & Development,Life Sciences,Male,Single,24152,No,2415.2000000000003
45,950,Research & Development,Technical Degree,Male,Married,4585,No,458.5
42,288,Research & Development,Life Sciences,Male,Married,18611,Yes,1861.1000000000001
40,1342,Sales,Medical,Male,Married,19345,No,1934.5
33,589,Research & Development,Life Sciences,Male,Married,22949,Yes,2294.9
40,898,Human Resources,Medical,Male,Single,17381,Yes,1738.1000000000001
24,350,Research & Development,Technical Degree,Male,Divorced,10036,No,1003.6
40,1142,Research & Development,Life Sciences,Male,Divorced,8841,Yes,884.1
45,538,Research & Development,Technical Degree,Male,Divorced,20933,No,2093.3
35,1402,Sales,Life Sciences,Female,Married,26204,No,2620.4
32,824,Research & Development,Life Sciences,Female,Married,15624,No,1562.4
36,1157,Sales,Life Sciences,Male,Single,17001,Yes,1700.1000000000001
48,492,Sales,Life Sciences,Female,Divorced,13693,No,1369.3000000000002
29,598,Research & Development,Life Sciences,Male,Married,22376,No,2237.6
33,1242,Sales,Life Sciences,Male,Married,10589,No,1058.9
30,740,Sales,Life Sciences,Male,Married,5323,No,532.3000000000001
38,888,Human Resources,Human Resources,Male,Married,14814,No,1481.4
35,992,Research & Development,Medical,Male,Single,21731,No,2173.1
30,1288,Sales,Technical Degree,Male,Married,17799,No,1779.9
35,104,Research & Development,Life Sciences,Female,Divorced,26619,Yes,2661.9
53,607,Research & Development,Technical Degree,Female,Married,14618,No,1461.8000000000002
38,903,Research & Development,Medical,Male,Married,7653,No,765.3000000000001
32,1200,Research & Development,Technical Degree,Male,Married,25174,No,2517.4
48,1108,Research & Development,Other,Female,Married,16530,No,1653.0
34,479,Research & Development,Medical,Male,Single,22061,No,2206.1
55,685,Sales,Marketing,Male,Married,23037,No,2303.7000000000003
34,1351,Research & Development,Life Sciences,Male,Married,13008,No,1300.8000000000002
26,474,Research & Development,Life Sciences,Female,Married,11133,No,1113.3
38,1245,Sales,Life Sciences,Male,Married,12355,No,1235.5
38,437,Sales,Life Sciences,Female,Single,16379,No,1637.9
36,884,Sales,Life Sciences,Female,Single,21447,No,2144.7000000000003
29,1370,Research & Development,Medical,Male,Single,16213,Yes,1621.3000000000002
35,670,Research & Development,Medical,Female,Single,4223,Yes,422.3
39,1462,Sales,Medical,Male,Married,4658,No,465.8
29,995,Research & Development,Life Sciences,Male,Divorced,24483,No,2448.3
50,264,Sales,Marketing,Male,Married,19519,Yes,1951.9
23,977,Research & Development,Technical Degree,Male,Married,12826,No,1282.6000000000001
36,1302,Research & Development,Life Sciences,Male,Married,19711,Yes,1971.1000000000001
42,1059,Research & Development,Other,Male,Single,26362,No,2636.2000000000003
35,750,Research & Development,Life Sciences,Male,Married,25348,No,2534.8
34,653,Research & Development,Technical Degree,Male,Married,15332,No,1533.2
40,118,Sales,Life Sciences,Female,Married,11262,No,1126.2
43,990,Research & Development,Technical Degree,Male,Divorced,5855,No,585.5
35,1349,Research & Development,Life Sciences,Male,Married,7713,No,771.3000000000001
46,563,Sales,Life Sciences,Male,Single,3156,No,315.6
28,329,Research & Development,Medical,Male,Married,7324,Yes,732.4000000000001
22,457,Research & Development,Other,Female,Married,10293,Yes,1029.3
50,1234,Research & Development,Medical,Male,Married,20689,Yes,2068.9
32,634,Research & Development,Other,Female,Married,18783,No,1878.3000000000002
44,1313,Research & Development,Medical,Female,Divorced,3549,Yes,354.90000000000003
30,241,Research & Development,Medical,Male,Married,5348,No,534.8000000000001
45,1015,Research & Development,Medical,Female,Single,23447,Yes,2344.7000000000003
45,336,Sales,Marketing,Male,Married,24162,No,2416.2000000000003
31,715,Sales,Other,Male,Single,21602,No,2160.2000000000003
36,559,Research & Development,Life Sciences,Female,Married,12421,Yes,1242.1000000000001
34,426,Research & Development,Life Sciences,Male,Divorced,17000,No,1700.0
49,722,Research & Development,Life Sciences,Female,Married,22102,No,2210.2000000000003
39,1387,Research & Development,Medical,Male,Married,3835,No,383.5
27,1302,Research & Development,Other,Male,Divorced,16290,No,1629.0
35,819,Research & Development,Life Sciences,Male,Married,26312,No,2631.2000000000003
28,580,Research & Development,Medical,Female,Divorced,20460,No,2046.0
21,546,Research & Development,Medical,Male,Single,26009,No,2600.9
18,544,Sales,Medical,Female,Single,18420,Yes,1842.0
47,1176,Human Resources,Life Sciences,Female,Married,5220,No,522.0
39,170,Research & Development,Medical,Male,Divorced,10302,No,1030.2
40,884,Research & Development,Life Sciences,Female,Married,25800,No,2580.0
35,208,Research & Development,Life Sciences,Female,Married,12250,No,1225.0
37,671,Research & Development,Life Sciences,Male,Married,26493,No,2649.3
39,711,Research & Development,Medical,Female,Single,3140,No,314.0
45,1329,Research & Development,Other,Female,Divorced,5388,No,538.8000000000001
38,397,Research & Development,Medical,Female,Married,14199,Yes,1419.9
35,737,Sales,Medical,Male,Married,21530,No,2153.0
37,1470,Research & Development,Medical,Female,Married,9953,No,995.3000000000001
40,448,Research & Development,Life Sciences,Female,Single,19948,Yes,1994.8000000000002
44,602,Human Resources,Human Resources,Male,Married,10503,Yes,1050.3
48,365,Research & Development,Medical,Male,Married,5602,No,560.2
35,763,Sales,Medical,Male,Divorced,22098,Yes,2209.8
24,567,Research & Development,Technical Degree,Female,Single,17218,Yes,1721.8000000000002
27,486,Research & Development,Medical,Female,Married,22490,No,2249.0
27,591,Research & Development,Medical,Male,Single,6297,No,629.7
40,1329,Research & Development,Life Sciences,Male,Single,3339,Yes,333.90000000000003
29,469,Sales,Medical,Male,Single,23413,No,2341.3
36,711,Research & Development,Life Sciences,Female,Married,22792,No,2279.2000000000003
25,772,Research & Development,Life Sciences,Male,Divorced,4973,No,497.3
39,492,Research & Development,Medical,Male,Married,7693,No,769.3000000000001
49,301,Research & Development,Other,Female,Married,3498,No,349.8
50,813,Research & Development,Life Sciences,Female,Divorced,21981,No,2198.1
20,1141,Sales,Medical,Female,Single,13251,No,1325.1000000000001
34,1130,Research & Development,Life Sciences,Female,Divorced,19332,No,1933.2
36,311,Research & Development,Life Sciences,Male,Single,10950,No,1095.0
49,465,Research & Development,Life Sciences,Female,Married,11652,Yes,1165.2
36,894,Research & Development,Medical,Female,Married,15411,No,1541.1000000000001
36,1040,Research & Development,Life Sciences,Male,Divorced,26308,No,2630.8
54,584,Research & Development,Medical,Female,Married,18685,No,1868.5
43,1291,Research & Development,Life Sciences,Male,Married,3525,No,352.5
35,880,Sales,Other,Male,Single,10414,Yes,1041.4
38,1189,Research & Development,Life Sciences,Male,Married,9867,No,986.7
29,991,Sales,Medical,Male,Divorced,3356,Yes,335.6
33,392,Sales,Medical,Male,Divorced,3921,No,392.1
32,977,Research & Development,Medical,Male,Divorced,25518,No,2551.8
31,1112,Sales,Life Sciences,Female,Married,22589,No,2258.9
49,464,Research & Development,Medical,Female,Divorced,24941,Yes,2494.1000000000004
38,148,Research & Development,Medical,Female,Single,23826,No,2382.6
47,1225,Sales,Life Sciences,Female,Divorced,21086,No,2108.6
49,809,Research & Development,Life Sciences,Male,Single,22384,No,2238.4
41,1206,Sales,Life Sciences,Male,Single,11591,Yes,1159.1000000000001
20,727,Sales,Life Sciences,Male,Single,21082,No,2108.2000000000003
33,530,Sales,Life Sciences,Female,Divorced,16130,Yes,1613.0
36,1351,Research & Development,Life Sciences,Male,Married,7419,No,741.9000000000001
44,528,Human Resources,Life Sciences,Female,Divorced,4167,Yes,416.70000000000005
23,1320,Research & Development,Medical,Male,Single,20586,Yes,2058.6
38,1495,Research & Development,Medical,Female,Married,26176,No,2617.6000000000004
53,1395,Research & Development,Medical,Male,Married,3458,No,345.8
48,708,Sales,Medical,Female,Married,11740,Yes,1174.0
32,1259,Research & Development,Life Sciences,Male,Single,24852,No,2485.2000000000003
26,786,Research & Development,Medical,Male,Single,11925,No,1192.5
55,1441,Research & Development,Technical Degree,Male,Divorced,23737,No,2373.7000000000003
34,1157,Research & Development,Medical,Male,Married,11912,No,1191.2
60,370,Research & Development,Medical,Male,Divorced,20467,No,2046.7
33,267,Research & Development,Medical,Male,Married,13637,No,1363.7
37,1278,Sales,Medical,Male,Divorced,7677,No,767.7
34,678,Research & Development,Life Sciences,Female,Married,20338,No,2033.8000000000002
23,427,Sales,Life Sciences,Male,Divorced,25103,Yes,2510.3
44,921,Research & Development,Life Sciences,Female,Married,14810,Yes,1481.0
35,146,Research & Development,Medical,Male,Single,13970,Yes,1397.0
43,1179,Sales,Medical,Male,Married,6069,Yes,606.9
24,581,Research & Development,Medical,Male,Married,17616,No,1761.6000000000001
41,918,Sales,Marketing,Male,Single,15869,No,1586.9
29,1082,Research & Development,Medical,Female,Married,25412,No,2541.2000000000003
36,530,Sales,Life Sciences,Female,Single,7439,No,743.9000000000001
45,1238,Research & Development,Life Sciences,Male,Married,3395,No,339.5
24,240,Human Resources,Human Resources,Male,Married,11585,No,1158.5
47,1093,Sales,Life Sciences,Male,Married,24164,No,2416.4
26,390,Research & Development,Medical,Male,Married,6217,No,621.7
45,1005,Research & Development,Technical Degree,Female,Single,17119,No,1711.9
32,585,Research & Development,Life Sciences,Male,Married,17360,No,1736.0
31,741,Research & Development,Life Sciences,Male,Married,18103,No,1810.3000000000002
41,552,Human Resources,Human Resources,Male,Married,20794,No,2079.4
40,369,Research & Development,Life Sciences,Female,Married,5041,Yes,504.1
24,506,Research & Development,Medical,Male,Divorced,3622,No,362.20000000000005
46,717,Research & Development,Life Sciences,Male,Single,9697,No,969.7
35,1370,Research & Development,Life Sciences,Male,Married,5151,No,515.1
30,793,Research & Development,Life Sciences,Male,Married,3811,No,381.1
47,543,Sales,Marketing,Male,Married,3536,No,353.6
46,1277,Sales,Life Sciences,Male,Divorced,5596,Yes,559.6
36,1456,Sales,Marketing,Male,Divorced,8658,Yes,865.8000000000001
32,964,Sales,Life Sciences,Male,Single,12147,No,1214.7
23,160,Research & Development,Medical,Female,Single,12862,No,1286.2
31,163,Research & Development,Technical Degree,Female,Single,6670,No,667.0
39,792,Research & Development,Life Sciences,Male,Married,8989,Yes,898.9000000000001
32,371,Sales,Life Sciences,Male,Married,3840,No,384.0
40,611,Sales,Medical,Male,Single,4349,No,434.90000000000003
45,176,Human Resources,Life Sciences,Female,Married,6595,No,659.5
30,1312,Research & Development,Technical Degree,Female,Single,26427,No,2642.7000000000003
24,897,Human Resources,Medical,Male,Married,2097,No,209.70000000000002
30,600,Human Resources,Human Resources,Female,Divorced,9732,No,973.2
31,1003,Sales,Technical Degree,Male,Married,20943,No,2094.3
27,1054,Research & Development,Medical,Female,Single,6152,No,615.2
29,428,Sales,Marketing,Female,Single,14630,No,1463.0
